osm_id,nom,type,operateur,ville,region_osm,longitude,latitude,categorie
419588091,Centre Médico Social français,hospital,NA,NA,NA,11.51758,3.85701,Hopital
501477139,Mijuwana Health Clinic,hospital,NA,NA,NA,12.0556,10.09464,Hopital
501493061,Ndufu MCH Clinic,hospital,NA,NA,NA,14.27956,12.22439,Hopital
501526318,Kofin,hospital,NA,NA,NA,13.09834,10.55337,Hopital
967892138,Pharmacie Bell,pharmacy,NA,NA,NA,9.69413,4.0359,Pharmacie
976652143,Rawado Philantropic Rural Hospital,hospital,NA,NA,NA,10.53557,5.88939,Hopital
1013434376,Central Medical de Nkol Poblo,hospital,NA,NA,NA,11.20972,4.07652,Hopital
1049493788,OSM_1049493788,pharmacy,NA,NA,NA,13.67832,9.49201,Pharmacie
1049493897,Centre de Sante Integre de Babanguel I,hospital,NA,NA,NA,13.71242,9.60407,Hopital
1050198424,Centre de Sante integre de langui Social,hospital,NA,NA,NA,13.60238,9.33416,Hopital
1067272364,Centre de sante et formation Ave Maria de Leboudi I,doctors,NA,NA,NA,11.44582,3.92147,Centre/Clinique
1067289748,Centre de Sante Integre de Ntuissong,doctors,NA,NA,NA,11.32248,4.01471,Centre/Clinique
1067289899,Pharmacie de l'Hôpital de District d'Okola,pharmacy,NA,NA,NA,11.38281,4.02669,Pharmacie
1067289952,La Morque d'Okola,hospital,NA,NA,NA,11.38276,4.02707,Hopital
1067306173,Hopital district de Pitoa,hospital,NA,NA,NA,13.50786,9.38869,Hopital
1067306203,Guerriseur Traditionnel,hospital,NA,NA,NA,13.50238,9.38219,Hopital
1067306208,OSM_1067306208,pharmacy,NA,NA,NA,13.50196,9.38639,Pharmacie
1067306381,Hopital Moustapha de Pitoa Bounguel,hospital,NA,NA,NA,13.49876,9.38396,Hopital
1068916218,OSM_1068916218,pharmacy,NA,NA,NA,10.437,5.98666,Pharmacie
1069053734,Ndop District Hospital,hospital,NA,NA,NA,10.44468,6.00087,Hopital
1069081719,Bamunka Rural Health Centre,hospital,NA,NA,NA,10.48754,5.97417,Hopital
1069146913,Faith pharmacy,pharmacy,NA,NA,NA,10.43466,5.98748,Pharmacie
1069146931,Bamunka Health Centre,hospital,NA,NA,NA,10.4327,5.98564,Hopital
1069147032,OSM_1069147032,pharmacy,NA,NA,NA,10.44149,5.99629,Pharmacie
1217636098,Pharmacie Joss,pharmacy,NA,NA,NA,9.68705,4.04214,Pharmacie
1397526669,Centre medical secadev,doctors,NA,NA,NA,15.05533,12.10658,Centre/Clinique
1849281871,Hopital de Batouri,yes,NA,NA,NA,14.37266,4.44854,Centre/Clinique
1987382968,Pharmacie Olezoa,pharmacy,NA,NA,NA,11.51481,3.8465,Pharmacie
1993222656,Pharmacie du Centre,pharmacy,NA,NA,NA,11.51795,3.87101,Pharmacie
2017553690,SWEET LIFE,pharmacy,NA,NA,NA,11.4933,3.85038,Pharmacie
2018349391,Pharmacie de Nkomo,pharmacy,NA,NA,NA,11.55022,3.84166,Pharmacie
2033098470,Pharmacie Tsinga,pharmacy,NA,NA,NA,11.50277,3.88188,Pharmacie
2033671113,Mami Macta,pharmacy,NA,NA,NA,11.53462,3.87129,Pharmacie
2033780266,Pharmacy de l'Université,pharmacy,NA,NA,NA,11.50457,3.85948,Pharmacie
2033791377,Pharmacie de la Moisson,pharmacy,NA,NA,NA,11.52117,3.86044,Pharmacie
2034139428,Pharmacie Mvog-Atangana Mballa,pharmacy,NA,NA,NA,11.51929,3.84885,Pharmacie
2040363224,Pharmacie de l'Aéroport,pharmacy,NA,NA,NA,11.51671,3.82537,Pharmacie
2044656924,Pharmacie Moto George,pharmacy,NA,NA,NA,11.51799,3.88926,Pharmacie
2150257170,OSM_2150257170,hospital,NA,NA,NA,16.07815,8.55649,Hopital
2154302291,Centre de santé de Mefindi,clinic,NA,NA,NA,11.97913,3.53558,Centre/Clinique
2163440851,Maternity,clinic,NA,NA,NA,9.30281,4.14173,Centre/Clinique
2263245273,Cabinet de soins CINSOL,doctor,NA,NA,NA,11.48589,3.8324,Centre/Clinique
2274142847,Ndu Hospital,hospital,NA,NA,NA,10.80463,6.42587,Hopital
2276045788,Pharmacie Isis,pharmacy,NA,NA,NA,11.54832,3.86425,Pharmacie
2276189766,La Référence de Ngousso,pharmacy,NA,Yaoundé,NA,11.54917,3.89434,Pharmacie
2276189774,Pharmacie du Stade,pharmacy,NA,NA,NA,11.54524,3.88912,Pharmacie
2278895824,OSM_2278895824,pharmacy,NA,NA,NA,11.49891,3.85286,Pharmacie
2284209683,Camp Yeyap 2,hospital,hopital militaire,Yaoundé II,NA,11.50289,3.86984,Hopital
2318362169,Pharmacie du centre,pharmacy,NA,NA,NA,13.39513,9.30646,Pharmacie
2344205652,Hôpital de Tchomso,hospital,NA,NA,NA,10.31389,5.30718,Hopital
2352021450,Pharmacie de Djamboutou,pharmacy,NA,NA,NA,13.39676,9.30423,Pharmacie
2352021451,Pharmacie de Garoua,pharmacy,NA,NA,NA,13.39647,9.30726,Pharmacie
2353391716,Pharmacie Populaire,pharmacy,NA,NA,NA,13.40437,9.31684,Pharmacie
2353471794,Pharmacie de l'Amitié,pharmacy,NA,NA,NA,13.39649,9.30305,Pharmacie
2353500536,Pharmacie de l'Etoile,pharmacy,NA,NA,NA,13.38896,9.29665,Pharmacie
2420372476,PS de Boyali Yaho,hospital,NA,Boyali Yaho,NA,16.1934,6.02122,Hopital
2420714750,Centre de Santé de Ngoutere,doctors,NA,Ngoutere,NA,15.89862,6.77263,Centre/Clinique
2420714751,PS Herba,hospital,NA,Herba,NA,15.99362,6.68962,Hopital
2421395599,Poste de Santé de Mboko-Tatali,doctors,NA,Mboko-Tatali,NA,16.0591,6.54673,Centre/Clinique
2456192020,Catholic Health Center,doctors,NA,NA,NA,9.2285,4.05594,Centre/Clinique
2456192090,Moliwe Health Area,hospital,NA,NA,NA,9.22785,4.05722,Hopital
2456192101,Open Door Medical Clinic,clinic,NA,NA,NA,9.11329,4.0171,Centre/Clinique
2456192135,Saint Luke Medical Foundation,clinic,NA,NA,NA,9.20981,4.02272,Centre/Clinique
2521654761,Clinique La Life,hospital,NA,NA,NA,10.38976,5.17836,Hopital
2554016955,LA Med Pharmacy,pharmacy,NA,NA,NA,8.87839,9.89024,Pharmacie
2569506791,Presbyterian Health Services,hospital,NA,NA,NA,9.39694,5.21926,Hopital
2589437005,Centre de Santé Tedoa,doctors,NA,Institut Doaka,NA,15.72319,5.89565,Centre/Clinique
2589437006,Centre de Santé de Kpocte,doctors,NA,Kpocte,NA,15.6879,5.91919,Centre/Clinique
2589437007,Centre de Santé de Ndongue,doctors,NA,Ndongue,NA,15.5971,5.62731,Centre/Clinique
2589437008,Centre de Santé de Wantiguere,doctors,NA,Wantiguere,NA,15.64609,5.9347,Centre/Clinique
2589437009,Enfant Jésus Yole,hospital,NA,Yole,NA,15.52599,5.95854,Hopital
2589437011,Poste de Santé de Zotoua,doctors,NA,Zotoua,NA,15.6163,5.73186,Centre/Clinique
2590840276,Centre de Santé Privé EEB,doctors,NA,Baoro,NA,15.94325,5.69782,Centre/Clinique
2590840279,PS Koursou,hospital,NA,Koursou,NA,15.8657,5.83061,Hopital
2611524329,Centre de santé de 15ans,hospital,NA,NA,NA,16.08302,8.58414,Hopital
2613381554,Dar Silla,pharmacy,NA,NA,NA,15.0772,12.13363,Pharmacie
2613381731,OSM_2613381731,pharmacy,NA,NA,NA,15.07705,12.13401,Pharmacie
2656221625,Dépôt Pharmaceutique,pharmacy,NA,NA,NA,15.05047,12.13306,Pharmacie
2659652582,Poste de Santé Danko Bira,doctors,NA,Danko Bira,NA,15.4055,6.62949,Centre/Clinique
2659976340,Centre de Santé privé EEB de Bania,doctors,NA,Bania,NA,16.109,4.00003,Centre/Clinique
2661637074,Hôpital Préfectoral de Carnot,hospital,NA,Carnot,NA,15.87675,4.93629,Hopital
2661637075,Poste de Santé Arche de Noé,doctors,NA,Carnot,NA,15.87165,4.94858,Centre/Clinique
2661864692,Poste de Santé Saint Charles Lwanga (inactive),doctors,NA,Sosso-Nakombo,NA,15.50072,3.92261,Centre/Clinique
2661965355,Poste de Santé de Gamboula,doctor,NA,Gamboula,NA,15.13847,4.12044,Centre/Clinique
2663468486,Centre de Santé de Baboua,doctors,NA,Baboua,NA,14.8239,5.78801,Centre/Clinique
2663468488,Centre de Santé du peuple,doctors,NA,Baboua,NA,14.8434,5.80315,Centre/Clinique
2663468489,Poste de Santé communautaire de Fambe,doctors,NA,Fambele,NA,15.07403,5.78679,Centre/Clinique
2663509116,Centre de Santé Emmanuel,doctors,NA,Gallo,NA,15.16355,5.79643,Centre/Clinique
2663521072,Centre de Santé de Bera-Boyere,doctors,NA,Bera-Boyere,NA,14.7912,5.58618,Centre/Clinique
2663521073,Poste de Santé de Abo-Boguirma,doctors,NA,Abo-Boguirma,NA,14.9417,5.48242,Centre/Clinique
2663959781,Centre de Santé de Sagani,doctors,NA,Sagani,NA,14.8625,5.18692,Centre/Clinique
2664306362,Centre de Santé EEB d'Amada-Gaza,doctor,NA,Amada-Gaza,NA,15.18986,4.7739,Centre/Clinique
2665791714,Centre de Santé Mbotoga,doctors,NA,Mbotoga,NA,15.5591,6.64903,Centre/Clinique
2665791720,Centre de Santé de Bohong,doctors,NA,Bohong,NA,15.64473,6.48739,Centre/Clinique
2665791729,Poste de Santé Forte,doctors,NA,Forte,NA,15.61554,6.37635,Centre/Clinique
2665791731,Poste de Santé Maikolo,doctors,NA,Maikolo,NA,15.7954,6.52475,Centre/Clinique
2665811211,Centre Bocaranga,doctors,NA,Bocaranga,NA,15.63964,6.98516,Centre/Clinique
2665815209,Bomari 2,hospital,NA,Bomari 2,NA,15.54042,6.80822,Hopital
2665815214,Poste de Santé Bogang 1,doctors,NA,Sanguere-Pende,NA,15.5352,6.7308,Centre/Clinique
2665815216,Poste de Santé Boukayan,doctors,NA,Bokayan,NA,15.55303,6.87761,Centre/Clinique
2665815219,Poste de Santé de Boukayan,doctors,NA,Bokayan,NA,15.4949,6.88376,Centre/Clinique
2665815221,Poste de Santé de Sangame,doctors,NA,Sangame,NA,15.7766,6.85513,Centre/Clinique
2665815223,Poste de Santé de Herba,doctors,NA,Sangame,NA,15.71718,6.88489,Centre/Clinique
2665960674,Centre de Santé de Gbambia,doctors,NA,Gbambia,NA,14.9847,4.78669,Centre/Clinique
2665980820,Poste de Santé de Beina,doctors,NA,Beina,NA,15.0129,4.45219,Centre/Clinique
2665980824,Poste de Santé de Dilapoko,doctors,NA,Dilapoko,NA,14.94185,4.50143,Centre/Clinique
2665980826,Poste de Santé de Godawa,doctors,NA,Godawa,NA,14.9004,4.52278,Centre/Clinique
2670844327,Poste de Santé de Bogali 2,doctors,NA,Bogali 2,NA,16.1743,5.94419,Centre/Clinique
2671543264,Poste de Santé de Sah,doctors,NA,Sah,NA,15.4353,6.72634,Centre/Clinique
2671729496,Poste de Santé de Ngaoundaye,doctors,NA,Ngaoundaye,NA,15.60165,7.4759,Centre/Clinique
2672346042,Poste de Santé de Assana,doctors,NA,Assana,NA,15.31837,7.20651,Centre/Clinique
2739375256,OSM_2739375256,doctors,NA,NA,NA,11.25211,4.60684,Centre/Clinique
2923599548,Dadin Kowa Primary Health Centre,hospital,NA,NA,KN,8.63057,10.70179,Hopital
2923599549,Dariyar Shere Primary Health Centre,hospital,NA,NA,KN,8.74106,10.67046,Hopital
2923599550,Dokar Sati Health Post,hospital,NA,NA,KN,8.61936,10.72898,Hopital
2923599553,Kwando Primary Health Centre,hospital,NA,NA,KN,8.68217,10.70833,Hopital
2923599554,Mekwandira Health Post,hospital,NA,NA,KN,8.63018,10.80884,Hopital
2923599555,Ririwai Primary Health Centre,hospital,NA,NA,KN,8.72792,10.75013,Hopital
2923641267,مستشفى القاعدة العسكرية الفرنسية,doctor,NA,انجمينا,NA,15.01273,12.12873,Centre/Clinique
2925837269,Maganda Health Post,hospital,NA,NA,KN,8.75936,10.64049,Hopital
2925837271,Rufai Health Post,hospital,NA,NA,KN,8.64713,10.6387,Hopital
2925837272,Yalwan Dan Musa Health Post,hospital,NA,NA,KN,8.71592,10.57586,Hopital
2948312513,Mariri Primary Health Centre,hospital,NA,NA,KN,8.60912,11.94988,Hopital
2954029812,Gwarabjawa Health Post,hospital,NA,NA,KN,8.54189,12.44796,Hopital
2954277529,Mazan Gudu Health Post,hospital,NA,NA,KN,8.90721,12.19538,Hopital
2997531365,Pharmacie Jireh,pharmacy,NA,NA,NA,11.59369,3.96727,Pharmacie
3021902094,Nouvelle Pharmacie du Bénin,pharmacy,NA,NA,NA,10.41301,5.48088,Pharmacie
3055677132,Centre Médico Social,clinic,NA,NA,NA,15.03549,12.12393,Centre/Clinique
3056973340,Gadiya Dispensary,hospital,NA,NA,Bauchi,10.44522,11.96276,Hopital
3056975106,Kesa Dispensary,hospital,NA,NA,Bauchi,10.69781,11.96355,Hopital
3056988919,General Hospital Gamawa,hospital,NA,NA,Bauchi,10.5317,12.13918,Hopital
3056994467,Makawa Dispensary,hospital,NA,NA,Bauchi,10.19995,12.20629,Hopital
3057450368,Dorawa Dispensary,hospital,NA,NA,Bauchi,10.91798,11.57627,Hopital
3059336157,Kafin Zaka Dispensary,hospital,NA,NA,Bauchi,10.66254,11.49333,Hopital
3059336166,Yelwa Sarman Dispensary,hospital,NA,NA,Bauchi,10.6712,11.47732,Hopital
3059447551,G/Jarma,hospital,NA,NA,Bauchi,10.89691,11.45464,Hopital
3059456322,Makafiya Dispensary,hospital,NA,NA,Bauchi,10.93482,11.18848,Hopital
3060394145,Maijama'a Clinic,hospital,NA,NA,Bauchi,9.83858,10.31722,Hopital
3060720467,Iyayi Dispensary,hospital,NA,NA,Bauchi,9.24982,11.30828,Hopital
3081493774,Model Primary Health Center Rahama,hospital,NA,NA,Bauchi,8.75956,10.45297,Hopital
3081661783,Bakin Kogi Model Primary Health Center,hospital,NA,NA,Bauchi,10.30086,10.26022,Hopital
3081661785,Bojos Dispensary,hospital,NA,NA,Bauchi,10.33296,10.27136,Hopital
3081661788,Guruntun Dispensary,hospital,NA,NA,Bauchi,10.30053,10.26103,Hopital
3081661793,Maimadi Health Center,hospital,NA,NA,Bauchi,10.33469,10.27184,Hopital
3081661794,Mari-ari Health Center,hospital,NA,NA,Bauchi,10.34173,10.27249,Hopital
3084336301,Amasad Clinic,hospital,NA,NA,Bauchi,9.82994,10.30133,Hopital
3084336323,Ni'ima Hospital,hospital,NA,NA,Bauchi,9.81592,10.29786,Hopital
3091098183,Centre Hospitalier de Magaria,hospital,NA,NA,NA,8.9106,12.99621,Hopital
3097330398,Zwall Health Clinic,hospital,NA,NA,Bauchi,9.47392,9.83689,Hopital
3116264554,Pharmacie Adama,pharmacy,NA,NA,NA,13.57516,7.32101,Pharmacie
3244752178,Centre Medical SOS المركز الطبي إس أو إس,hospital,قرى الأطفال إس أو إس,انجمينا,NA,15.09456,12.1189,Hopital
3244752179,Centre de santé de N'Djari مركز الصحة نجير,hospital,NA,انجمينا,NA,15.09435,12.12146,Hopital
3255758362,Cabinet Dentaire,doctors,NA,NA,NA,9.70464,4.05365,Centre/Clinique
3255758363,Cabinet Medical,doctor,NA,NA,NA,9.69739,4.04766,Centre/Clinique
3255758364,Cabinet Médical,doctor,NA,NA,NA,9.70102,4.04791,Centre/Clinique
3255758365,Cabinet Médical,doctors,NA,NA,NA,9.69912,4.05357,Centre/Clinique
3255758366,Cabinet Médical,doctors,NA,NA,NA,9.7003,4.05358,Centre/Clinique
3255758367,Cabinet Médical,doctors,NA,NA,NA,9.70149,4.05426,Centre/Clinique
3255758369,Cabinet de Soins Médicaux,doctors,NA,NA,NA,9.71868,4.03742,Centre/Clinique
3255758371,Centre Medical,doctor,NA,NA,NA,9.70198,4.04022,Centre/Clinique
3255758372,Centre Medico-Social Cité SIC,clinic,NA,NA,NA,9.73109,4.05234,Centre/Clinique
3255758373,Centre Médical d'Arrondissement de Bépanda,clinic,NA,NA,NA,9.7274,4.05944,Centre/Clinique
3255758374,Centre Médical de la Gendarmerie de Mboppi,doctors,NA,NA,NA,9.71622,4.04336,Centre/Clinique
3255758375,Centre Médical,doctor,NA,NA,NA,9.70601,4.01683,Centre/Clinique
3255758376,Centre Médical,doctor,NA,NA,NA,9.70488,4.01856,Centre/Clinique
3255758377,Centre Médical,doctors,NA,NA,NA,9.71312,4.0392,Centre/Clinique
3255758379,Centre Médical,doctors,NA,NA,NA,9.66936,4.0726,Centre/Clinique
3255758380,Centre Médical,doctors,NA,NA,NA,9.66615,4.07735,Centre/Clinique
3255758381,Centre Médical,doctors,NA,NA,NA,9.66991,4.0896,Centre/Clinique
3255758383,Centre de Santé,clinic,NA,NA,NA,9.67989,4.07531,Centre/Clinique
3255758384,Centre de Santé Catholique Deo Gratias Douala-Boko,clinic,NA,NA,NA,9.77368,3.99047,Centre/Clinique
3255758385,Centre de Santé Cité SIC,clinic,NA,NA,NA,9.73101,4.05143,Centre/Clinique
3255758386,Centre de Santé Intégré Bonago,clinic,NA,NA,NA,9.68353,4.03843,Centre/Clinique
3255758387,Centre de Santé La Persévérance,clinic,NA,NA,NA,9.7678,3.97915,Centre/Clinique
3255758388,Centre de Santé La Pitié,clinic,NA,NA,NA,9.6689,4.07023,Centre/Clinique
3255758389,Centre de Santé et Maternité Sainte Thérèse,clinic,NA,NA,NA,9.77414,4.05621,Centre/Clinique
3255758390,Centre de Santé les Glycines,clinic,NA,NA,NA,9.7118,4.03062,Centre/Clinique
3255758391,Centre de Santé,clinic,NA,NA,NA,9.70664,4.02997,Centre/Clinique
3255758392,Centre de Santé,clinic,NA,NA,NA,9.69944,4.03017,Centre/Clinique
3255758393,Centre de Santé,clinic,NA,NA,NA,9.71385,4.04473,Centre/Clinique
3255758394,Centre de Santé,clinic,NA,NA,NA,9.67959,4.07684,Centre/Clinique
3255758396,Centre de Santé,clinic,NA,NA,NA,9.65854,4.08007,Centre/Clinique
3255758397,Centre de Santé,clinic,NA,NA,NA,9.65393,4.08639,Centre/Clinique
3255758398,Centre de Santé,clinic,NA,NA,NA,9.66596,4.08709,Centre/Clinique
3255758399,Chinecam,clinic,NA,NA,NA,9.70917,4.03356,Centre/Clinique
3255758400,Clinique Arc-en-ciel,clinic,NA,NA,NA,9.76704,4.08942,Centre/Clinique
3255758401,Clinique Louis Pasteur,clinic,NA,NA,NA,9.76216,4.05516,Centre/Clinique
3255758402,Clinique Médicale,clinic,NA,NA,NA,9.70384,4.02549,Centre/Clinique
3255758403,Clinique Saint Thomas,clinic,NA,NA,NA,9.67331,4.0737,Centre/Clinique
3255758404,Clinique de Tchoumba Julienne,clinic,NA,NA,NA,9.66938,4.0965,Centre/Clinique
3255758405,Clinique de l'Aéroport,clinic,NA,NA,NA,9.70513,4.02003,Centre/Clinique
3255758408,Clinique des Rameaux,clinic,NA,NA,NA,9.66484,4.08741,Centre/Clinique
3255758409,Clinique l'Oliveraie,clinic,NA,NA,NA,9.70381,4.0589,Centre/Clinique
3255758410,Clinique,clinic,NA,NA,NA,9.70364,4.02175,Centre/Clinique
3255758411,Clinique,clinic,NA,NA,NA,9.69853,4.04685,Centre/Clinique
3255758412,Clinique,clinic,NA,NA,NA,9.65485,4.08691,Centre/Clinique
3255758413,Fondation Medicale Ad Lucem,clinic,NA,NA,NA,9.66805,4.08932,Centre/Clinique
3255758414,Fondation Médicale,clinic,NA,NA,NA,9.70002,4.05186,Centre/Clinique
3255758415,Hôpital Ad Lucem de Bali,hospital,NA,NA,NA,9.69948,4.03617,Hopital
3255758418,Hôpital Protestant Cité SIC,hospital,NA,NA,NA,9.72764,4.04871,Hopital
3255758427,Polyclinique Bonanjo,clinic,NA,NA,NA,9.68757,4.03907,Centre/Clinique
3255758428,Polyclinique Idimed,clinic,NA,NA,NA,9.70378,4.02781,Centre/Clinique
3255758429,Polyclinique Soppo Priso,clinic,NA,NA,NA,9.69536,4.02915,Centre/Clinique
3255758430,Presbyterian Health Center,clinic,NA,NA,NA,9.72161,4.07001,Centre/Clinique
3255758433,Apostolic Church of Cameroon Medical Institutions,clinic,NA,NA,NA,9.72986,4.00811,Centre/Clinique
3255758434,Apostolic Church of Cameroon Medical Institutions,clinic,NA,NA,NA,9.72891,4.00826,Centre/Clinique
3420600738,Jauro Baba Wuro Dispensary,hospital,NA,NA,NA,11.87225,10.2599,Hopital
3424944543,Centre Médical la Solidarité,clinic,NA,NA,NA,9.74683,4.01546,Centre/Clinique
3426459414,Centre de sante Medjoh,clinic,NA,NA,NA,13.46278,3.46506,Centre/Clinique
3426459415,Centre de sante integre Djaposten (Village Tonkla),clinic,NA,NA,NA,13.52649,3.42682,Centre/Clinique
3435844931,Garin Bulama Ibrahim Health Post,hospital,NA,NA,NA,12.11009,10.21582,Hopital
3445317996,Ajajari camp,hospital,NA,NA,NA,13.18225,11.79381,Hopital
3458635949,Bwalagyang Dispensary,doctors,NA,NA,NA,12.78188,10.87567,Centre/Clinique
3458635950,Community Islamiya,doctors,NA,NA,NA,12.8493,10.86188,Centre/Clinique
3458635951,Damboa Town Dispensary,doctors,NA,NA,NA,12.75409,11.1601,Centre/Clinique
3458635952,Gatamarwa Health Centre,doctors,NA,NA,NA,12.84458,10.86977,Centre/Clinique
3458635956,Gumsuri Clinic,doctors,NA,NA,NA,12.80829,11.05988,Centre/Clinique
3458635957,Gumsuri Federal Medical Centre,doctors,NA,NA,NA,12.80731,11.05151,Centre/Clinique
3458635958,Hirpaya Dispensary,doctors,NA,NA,NA,12.78728,10.86537,Centre/Clinique
3458635959,Kalla Dispensary,doctors,NA,NA,NA,12.78668,11.17548,Centre/Clinique
3458635960,Kauji Kura Dispensary,doctors,NA,NA,NA,12.70422,11.03608,Centre/Clinique
3458635961,Kaya Dispensary,doctors,NA,NA,NA,12.89347,11.01597,Centre/Clinique
3458635962,Koljiri Dispensary,doctors,NA,NA,NA,12.89626,11.0839,Centre/Clinique
3458635963,Kor Angilin Health Centre,clinic,NA,NA,NA,12.71149,10.86511,Centre/Clinique
3458635964,Koramgilim A Dispensary,doctors,NA,NA,NA,12.71173,10.86511,Centre/Clinique
3458635965,Koramgilim B Dispensary,doctors,NA,NA,NA,12.70446,10.85823,Centre/Clinique
3458635966,Malaharam Dispensary,doctors,NA,NA,NA,12.75362,11.04706,Centre/Clinique
3458635968,Mboa Kuchini. Dispensary,doctors,NA,NA,NA,12.77446,10.94705,Centre/Clinique
3458635969,Muzidala Dispensary,doctors,NA,NA,NA,12.77448,10.94708,Centre/Clinique
3458635970,Njaba Dispensary,doctors,NA,NA,NA,12.95209,11.1377,Centre/Clinique
3458635971,Njilang Dispensary,doctors,NA,NA,NA,12.77916,10.84964,Centre/Clinique
3458635972,Primary Health Centre Chibok,clinic,NA,NA,NA,12.85389,10.86641,Centre/Clinique
3458635973,Town Dispensary,doctors,NA,NA,NA,12.84434,10.86956,Centre/Clinique
3458635974,Yimir Mbula Clinic,clinic,NA,NA,NA,12.77225,10.92243,Centre/Clinique
3458635975,Yimirmbula Dispensary,doctors,NA,NA,NA,12.77266,10.92264,Centre/Clinique
3459566136,Izzige Dispensary,doctors,NA,NA,NA,13.3019,10.98315,Centre/Clinique
3459566137,Kobchi Dispensary,doctors,NA,NA,NA,13.15711,10.86801,Centre/Clinique
3459566138,Kuburivu Dispensary,doctors,NA,NA,NA,13.02449,10.92634,Centre/Clinique
3459566139,Nkurvu Dispensary,doctors,NA,NA,NA,13.14941,10.84384,Centre/Clinique
3459908993,Briyel Fsp Clinic,doctors,NA,NA,NA,11.60982,10.3469,Centre/Clinique
3459908994,Chekele Dispensary,doctors,NA,NA,NA,11.63914,10.38028,Centre/Clinique
3459908995,Chibira Health Post,doctors,NA,NA,NA,11.81027,10.3752,Centre/Clinique
3459908996,Comprehensive Health Centre,doctors,NA,NA,NA,11.62012,10.22491,Centre/Clinique
3459908997,Dambitam Dispensary,doctors,NA,NA,NA,11.74866,10.44678,Centre/Clinique
3459908998,Dispensary Kurngulung,doctors,NA,NA,NA,11.80587,10.23948,Centre/Clinique
3459908999,Gaidam Dispensary,doctors,NA,NA,NA,11.75284,10.45033,Centre/Clinique
3459909000,Guburnde Dispensary,doctor,NA,NA,NA,11.77288,10.33586,Centre/Clinique
3459909001,Gundiri Health Centre,doctors,NA,NA,NA,11.94365,10.15218,Centre/Clinique
3459909002,Gwayoko Dispensary,doctors,NA,NA,NA,11.65009,10.30997,Centre/Clinique
3459909003,Jara Dali Primary Health Centre,doctors,NA,NA,NA,11.7014,10.24933,Centre/Clinique
3459909004,Jara Gol Eyn Clinic,doctors,NA,NA,NA,11.62402,10.22558,Centre/Clinique
3459909005,Koburut Dispensary,doctors,NA,NA,NA,11.73595,10.21036,Centre/Clinique
3459909006,Korko Dispensary,doctors,NA,NA,NA,11.60362,10.27119,Centre/Clinique
3459909007,Kubodeno Clinic,clinic,NA,NA,NA,11.82043,10.22295,Centre/Clinique
3459909008,Kwahara Dispensary,hospital,NA,NA,NA,11.89083,10.30373,Hopital
3459909009,Laro Dispensary,doctors,NA,NA,NA,11.80331,10.33411,Centre/Clinique
3459909010,Pahra Clinic,hospital,NA,NA,NA,11.80849,10.17464,Hopital
3459909011,Teli Health Centre,doctors,NA,NA,NA,11.70651,10.44581,Centre/Clinique
3459909012,Umaru Hausaju Maternity Health Care,doctors,NA,NA,NA,11.6098,10.34698,Centre/Clinique
3459909013,Wuyo Health Centre,doctors,NA,NA,NA,11.69583,10.38393,Centre/Clinique
3459909014,Zange Dispensary,doctors,NA,NA,NA,11.76463,10.2755,Centre/Clinique
3459974345,Gomboru Health Clinic,clinic,NA,NA,NA,14.21069,12.3703,Centre/Clinique
3459974346,Gomboru Maternal And Child Clinic,clinic,NA,NA,NA,14.21048,12.37005,Centre/Clinique
3459974347,Manawaji Health,clinic,NA,NA,NA,14.12811,12.42108,Centre/Clinique
3459974348,Shehuri Dispensary,doctors,NA,NA,NA,14.18333,12.43656,Centre/Clinique
3459974349,Wumbi Health Clinic,clinic,NA,NA,NA,14.35861,12.36133,Centre/Clinique
3471158692,Azir Health Clinic,clinic,NA,NA,NA,12.6458,11.04406,Centre/Clinique
3471197993,Chirallia Dispensary,doctors,NA,NA,NA,12.36353,11.14604,Centre/Clinique
3471197994,Forfor Dispensary,doctors,NA,NA,NA,12.64429,10.89648,Centre/Clinique
3471197995,Korede Dispensary,doctors,NA,NA,NA,12.5446,11.05236,Centre/Clinique
3471197996,Multe Dispensary,doctors,NA,NA,NA,12.60592,10.9524,Centre/Clinique
3471197997,Wajiroko Dispensary,doctors,NA,NA,NA,12.52675,10.93397,Centre/Clinique
3471197998,Wawa Lawanti Dispensary,doctors,NA,NA,NA,12.65359,11.09256,Centre/Clinique
3471389401,Abulam Dispensary,doctors,NA,NA,NA,12.47087,11.19117,Centre/Clinique
3471389402,Bulajimbam Dispensary,doctors,NA,NA,NA,12.61328,11.20095,Centre/Clinique
3471389403,Dusula Dispensary,doctors,NA,NA,NA,12.47256,11.22912,Centre/Clinique
3471389404,Galangi Primary Health Centre,hospital,NA,NA,NA,12.51412,11.50908,Hopital
3471389405,Gowon Guinea Worm Clinic,doctor,NA,NA,NA,12.61417,11.37385,Centre/Clinique
3471389406,Kafa Health Post,doctors,NA,NA,NA,12.47815,11.30708,Centre/Clinique
3471389407,Talala Dispensary,doctors,NA,NA,NA,12.31488,11.22089,Centre/Clinique
3536372509,OSM_3536372509,doctors,NA,NA,NA,11.26971,3.54625,Centre/Clinique
3536372510,OSM_3536372510,doctors,NA,NA,NA,11.35691,3.58914,Centre/Clinique
3536372511,OSM_3536372511,doctors,NA,NA,NA,11.24692,3.60283,Centre/Clinique
3536372512,OSM_3536372512,doctors,NA,NA,NA,11.32736,3.64087,Centre/Clinique
