event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
CAO16153,2025-01-01,2025,1,"Political violence","Violence against civilians",Attack,"Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad",,"Rebel group","Civilians (Cameroon)",,Civilians,"Rebel group-Civilians","Civilian targeting",120,"Middle Africa",Cameroon,Extreme-Nord,Mayo-Sava,Mora,Tchakarmari,11.1855,14.2581,1,"Humanity Purpose","New media","On 1 January 2025, Boko Haram militants abducted and killed a young man at Tchakarmari (Mora, Mayo-Sava, Extreme-Nord) for an unknown reason.",1,,1776726696
CAO16161,2025-01-01,2025,1,"Strategic developments","Strategic developments","Looting/property destruction","Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad",,"Rebel group","Civilians (Cameroon)",,Civilians,"Rebel group-Civilians",,120,"Middle Africa",Cameroon,Extreme-Nord,Mayo-Tsanaga,Mayo-Moskota,Nguetchewe,10.9984,13.9415,1,"Humanity Purpose","New media","Looting: On 1 January 2025, Boko Haram militants looted 10 houses in Nguetchewe (Mayo-Moskota, Mayo-Tsanaga, Extreme-Nord).",0,,1776726696
CAO16455,2025-01-01,2025,1,"Strategic developments","Strategic developments","Looting/property destruction","Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad",,"Rebel group","Civilians (Cameroon)",,Civilians,"Rebel group-Civilians",,120,"Middle Africa",Cameroon,Extreme-Nord,Mayo-Sava,Mora,Limani,11.2331,14.1711,1,"Humanity Purpose","New media","Looting: On 1 January 2025, Boko Haram militants looted goats, sheep, foodstuff, and other household equipment from civilians in Limani (Mora, Mayo-Sava, Extreme-Nord).",0,,1776726696
CAO20712,2025-01-01,2025,1,"Political violence","Violence against civilians","Abduction/forced disappearance","Ambazonian Separatists (Cameroon)",,"Rebel group","Civilians (Cameroon)",,Civilians,"Rebel group-Civilians","Civilian targeting",120,"Middle Africa",Cameroon,Nord-Ouest,Mezam,"Bamenda 3","Bamenda - Nkwen",5.9951,10.1937,1,"Local Network",Other,"On 1 January 2025, Ambazonian Separatists abducted one person in the vicinity of Bamenda - Nkwen (Bamenda 3, Mezam, Nord-Ouest). His whereabouts remain unknown.",0,,1768269667
CAO20713,2025-01-01,2025,1,"Political violence",Battles,"Armed clash","Military Forces of Cameroon (1982-)",,"State forces","Ambazonian Separatists (Cameroon)","Ambazonian Separatists (Cameroon) Restoration Forces","Rebel group","State forces-Rebel group",,120,"Middle Africa",Cameroon,Sud-Ouest,Manyu,Akwaya,Akwaya,6.3813,9.5108,2,"Local Network",Other,"On 1 January 2025, military forces clashed with the Ambazonian Separatists from the Restoration Forces faction at Anzuweh, coded to Akwaya (Akwaya, Manyu, Sud-Ouest). One operative was killed and another three got injured.",1,,1765923135
CAO20714,2025-01-01,2025,1,"Political violence","Explosions/Remote violence","Remote explosive/landmine/IED","Ambazonian Separatists (Cameroon)","Ambazonian Separatists (Cameroon) Restoration Forces","Rebel group","Military Forces of Cameroon (1982-)",,"State forces","State forces-Rebel group",,120,"Middle Africa",Cameroon,Sud-Ouest,Fako,Muyuka,Muyuka,4.2898,9.4103,2,"Local Network",Other,"On 1 January 2025, Ambazonian Separatists from the Restoration Forces faction detonated an IED in which five soldiers were killed and several others got injured at Mile 29, coded to Muyuka (Muyuka, Fako, Sud-Ouest).",5,,1765923135
CAO20715,2025-01-01,2025,1,"Political violence","Violence against civilians",Attack,"Ambazonian Separatists (Cameroon)",,"Rebel group","Civilians (Cameroon)","Women (Cameroon)",Civilians,"Rebel group-Civilians","Civilian targeting",120,"Middle Africa",Cameroon,Nord-Ouest,Bui,Kumbo,Shishong,6.1834,10.6949,1,"Local Network",Other,"On 1 January 2025, Ambazonian Separatists physically assaulted one female civilian and looted money from her at Shisong/Shishong (Kumbo, Bui, Nord-Ouest) accusing her of collaborating with military forces. No information on injuries.",0,,1765923135
CAO20716,2025-01-01,2025,1,"Political violence",Battles,"Armed clash","Fulani Ethnic Militia (Nigeria)","Pastoralists (Nigeria)","Identity militia","Military Forces of Cameroon (1982-)","Bakinjaw Communal Militia (Cameroon)","State forces","State forces-Identity militia",,120,"Middle Africa",Cameroon,Sud-Ouest,Manyu,Akwaya,Bakinjaw,6.5213,9.6256,1,"Local Network",Other,"On 1 January 2025, armed Fulani headsmen from Nigeria clashed with military forces and local residents at Bakinjaw (Akwaya, Manyu, Sud-Ouest) after the group crossed into Cameroon and injured 25 civilians. 23 headsmen were killed and others injured.",23,,1765923135
CAO20717,2025-01-01,2025,1,"Political violence","Violence against civilians","Abduction/forced disappearance","Ambazonian Separatists (Cameroon)","Ambazonian Separatists (Cameroon) Restoration Forces","Rebel group","Civilians (Cameroon)",,Civilians,"Rebel group-Civilians","Civilian targeting",120,"Middle Africa",Cameroon,Sud-Ouest,Meme,Mbonge,Mabonji,4.5439,9.1538,2,"Local Network",Other,"On 1 January 2025, Ambazonian Separatists from the Restoration Forces faction abducted six persons at Ekombe Bonji, coded to Mabonji (Mbonge, Meme, Sud-Ouest). The victims were later released after getting their phones looted and paying 500, 000 Franc CFA.",0,,1765923135
CAO20718,2025-01-01,2025,1,"Political violence","Violence against civilians",Attack,"Fulani Ethnic Militia (Cameroon)","Pastoralists (Cameroon)","Identity militia","Civilians (Cameroon)","Teachers (Cameroon); Women (Cameroon)",Civilians,"Identity militia-Civilians","Civilian targeting",120,"Middle Africa",Cameroon,Nord-Ouest,Donga-Mantung,Ndu,Kakar,6.3864,10.8012,1,"Local Network",Other,"On 1 January 2025, suspected Fulani militiamen physically assaulted one female teacher and looted money and valuables from her at Kakar (Ndu, Donga-Mantung, Nord-Ouest).",0,,1776726696
CAO20719,2025-01-02,2025,1,"Strategic developments","Strategic developments","Looting/property destruction","Fulani Ethnic Militia (Cameroon)","Pastoralists (Cameroon)","Identity militia","Civilians (Cameroon)",,Civilians,"Identity militia-Civilians",,120,"Middle Africa",Cameroon,Nord-Ouest,Boyo,Bum,Ngunakimbi,6.4625,10.5069,1,"Local Network",Other,"Looting: On 2 January 2025, suspected Fulani herdsmen broke into a civilian's house and looted money and valuables at Ngunakimbi (Bum, Boyo, Nord-Ouest).",0,,1776726696
CAO20720,2025-01-02,2025,1,"Political violence",Battles,"Armed clash","Military Forces of Cameroon (1982-)",,"State forces","Ambazonian Separatists (Cameroon)",,"Rebel group","State forces-Rebel group",,120,"Middle Africa",Cameroon,Sud-Ouest,Fako,Muyuka,Munyenge,4.4050,9.2699,1,"Local Network",Other,"On 2 January 2025, military forces of Cameroon clashed with the Ambazonian Separatists at Munyenge (Muyuka, Fako, Sud-Ouest). Seven operatives and three soldiers were killed while five operatives got injured.",10,,1765923135
CAO20721,2025-01-02,2025,1,"Political violence",Battles,"Armed clash","Ambazonian Separatists (Cameroon)",,"Rebel group","Ambazonian Separatists (Cameroon)",,"Rebel group","Rebel group-Rebel group",,120,"Middle Africa",Cameroon,Nord-Ouest,Bui,Jakiri,Wainamah,6.0682,10.6075,1,"Local Network",Other,"On 2 January 2025, Ambazonian Separatists clashed against each another at Wainamah (Jakiri, Bui, Nord-Ouest) after a disagreement erupted over money looted at an informal VCP.",0,,1765923135
CAO20722,2025-01-02,2025,1,"Strategic developments","Strategic developments",Other,"Ambazonian Separatists (Cameroon)",,"Rebel group","Civilians (Cameroon)",,Civilians,"Rebel group-Civilians",,120,"Middle Africa",Cameroon,Nord-Ouest,Momo,Njikwa,Oshie,6.1264,9.8657,1,"Local Network",Other,"Non-violent activity: On 2 January 2025, Ambazonian Separatist operatives ordered the closure of a religious facility at Oshie (Njikwa, Momo, Nord-Ouest) accusing the leader of collaborating with the military forces.",0,,1765923135
CAO20723,2025-01-02,2025,1,"Political violence",Battles,"Armed clash","Ambazonian Separatists (Cameroon)","Ambazonian Separatists (Cameroon) Restoration Forces","Rebel group","Military Forces of Cameroon (1982-)",,"State forces","State forces-Rebel group",,120,"Middle Africa",Cameroon,Sud-Ouest,Meme,Mbonge,Mbonge,4.5343,9.1069,2,"Local Network",Other,"On 2 January 2025, Ambazonian Separatists from the Restoration Forces faction clashed with military forces at Bai Bikom, coded to Mbonge (Mbonge, Meme, Sud-Ouest). Two soldiers were killed and two others injured while one operative was captured.",2,,1768269667
CAO20724,2025-01-02,2025,1,"Political violence","Violence against civilians","Abduction/forced disappearance","Ambazonian Separatists (Cameroon)",,"Rebel group","Civilians (Cameroon)",,Civilians,"Rebel group-Civilians","Civilian targeting",120,"Middle Africa",Cameroon,Nord-Ouest,Donga-Mantung,Nkambe,Watt,6.4444,10.6972,1,"Local Network",Other,"On 2 January 2025, Ambazonian Separatist operatives abducted a male civilian from his home at Watt (Nkambe, Donga-Mantung, Nord-Ouest). His whereabouts remain unknown.",0,,1765923135
CAO20725,2025-01-02,2025,1,"Political violence",Battles,"Armed clash","Military Forces of Cameroon (1982-) Rapid Intervention Battalion",,"State forces","Ambazonian Separatists (Cameroon)","Ambazonian Separatists (Cameroon) Restoration Forces","Rebel group","State forces-Rebel group",,120,"Middle Africa",Cameroon,Sud-Ouest,Meme,"Kumba 3",Ediki,4.5375,9.4621,1,"Local Network",Other,"On 2 January 2025, military forces from the Rapid Intervention Battalion clashed with Ambazonian Separatists from the Restoration Forces faction at Ediki (Kumba 3, Meme, Sud-Ouest). Three operatives were killed.",3,,1765923135
CAO20726,2025-01-02,2025,1,"Political violence","Violence against civilians","Abduction/forced disappearance","Ambazonian Separatists (Cameroon)",,"Rebel group","Civilians (Cameroon)","Labor Group (Cameroon)",Civilians,"Rebel group-Civilians","Civilian targeting",120,"Middle Africa",Cameroon,Nord-Ouest,Mezam,"Bamenda 3","Bamenda - Nkwen",5.9951,10.1937,1,"Local Network",Other,"On 2 January 2025, Ambazonian Separatists abducted one sale lady in the vicinity of Bamenda - Nkwen (Bamenda 3, Mezam, Nord-Ouest). Her whereabouts remain unknown.",0,,1768269667
CAO20727,2025-01-02,2025,1,"Political violence",Battles,"Armed clash","Military Forces of Cameroon (1982-) Rapid Intervention Battalion",,"State forces","Ambazonian Separatists (Cameroon)",,"Rebel group","State forces-Rebel group",,120,"Middle Africa",Cameroon,Nord-Ouest,Mezam,Tubah,Bamessing,5.9785,10.3615,1,"Local Network",Other,"On 2 January 2025, military forces of Cameroon clashed with the Ambazonian Separatists at Bamessing (Tubah, Mezam, Nord-Ouest). Two operatives, and one civilian got injured.",0,,1765923135
CAO20728,2025-01-02,2025,1,"Strategic developments","Strategic developments","Looting/property destruction","Ambazonian Separatists (Cameroon)",,"Rebel group","Civilians (Cameroon)",,Civilians,"Rebel group-Civilians",,120,"Middle Africa",Cameroon,Nord-Ouest,Boyo,Fundong,Ngwah,6.3286,10.3132,1,"Local Network",Other,"Looting: On 2 January 2025, Ambazonian Separatist operatives looted 25,000 Franc CFA from a motorcycle rider at Ngwah (Fundong, Boyo, Nord-Ouest) after the former imposed yearly 'liberation tax'.",0,,1765923135
CAO16174,2025-01-03,2025,1,"Strategic developments","Strategic developments","Looting/property destruction","Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad",,"Rebel group","Civilians (Cameroon)","Farmers (Cameroon)",Civilians,"Rebel group-Civilians",,120,"Middle Africa",Cameroon,Extreme-Nord,Mayo-Sava,Kolofata,Greya,11.2191,14.0359,1,"Humanity Purpose; Sembe TV","New media","Looting: On 3 January 2025, Boko Haram militants looted a motorbike from a civilian on his farm in Grea also known as Greya (Kolofata, Mayo-Sava, Extreme-Nord). The civilian escaped.",0,,1776726696
CAO16490,2025-01-03,2025,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cameroon)","Labor Group (Cameroon)",Protesters,,,,"Protesters only",,120,"Middle Africa",Cameroon,Nord-Ouest,Mezam,"Bamenda 3",Bamenda,5.9624,10.1514,1,"Mimi Mefo","New media","On 3 January 2025, BOFAS Construction employees with placards protested in Bamenda (Bamenda 3, Mezam, Nord-Ouest), demanding their unpaid wages.",0,"crowd size=no report",1736844924
CAO16680,2025-01-03,2025,1,"Political violence","Violence against civilians",Attack,"Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad",,"Rebel group","Civilians (Cameroon)","Women (Cameroon)",Civilians,"Rebel group-Civilians","Civilian targeting",120,"Middle Africa",Cameroon,Extreme-Nord,Mayo-Sava,Mora,Guirbala,11.0547,14.1444,1,"Humanity Purpose","New media","On 3 January 2025, Boko Haram militants attacked and injured a civilian woman in the arm on the outskirts of Guirbala (Mora, Mayo-Sava, Extreme-Nord). They also looted foodstuff and other things. The incident caused the displacement of civilians from Galbo, Pouche, Amtchali, and Guirbala, who sought overnight refuge in Mora Centre for security before returning home by day.",0,,1776726696
CAO20729,2025-01-03,2025,1,"Political violence",Battles,"Armed clash","Military Forces of Cameroon (1982-)",,"State forces","Ambazonian Separatists (Cameroon)",,"Rebel group","State forces-Rebel group",,120,"Middle Africa",Cameroon,Nord-Ouest,Mezam,"Bamenda 2","Bamenda - Mankon",6.0007,10.1003,1,"Local Network",Other,"On 3 January 2025, military forces ambushed and clashed with Ambazonian Separatists in the Nchualam neighborhood of Bamenda - Mankon (Bamenda II, Mezam, Nord-Ouest). 2 Separatists were killed, while 3 others were injured and fled the scene.",2,,1765923135
CAO20730,2025-01-03,2025,1,"Strategic developments","Strategic developments",Other,"Ambazonian Separatists (Cameroon)",,"Rebel group",,,,"Rebel group only",,120,"Middle Africa",Cameroon,Nord-Ouest,Donga-Mantung,Ako,Assa,6.8166,10.7833,1,"Local Network",Other,"Other: On 3 January 2025, Ambazonian Separatists fired sporadic warning shots into the air from their hideout in Assa (Ako, Donga-Mantung, Nord-Ouest). This followed a fight among them over who would become their new leader.",0,,1765923135
CAO20731,2025-01-03,2025,1,"Political violence",Battles,"Armed clash","Fulani Ethnic Militia (Cameroon)","Pastoralists (Cameroon)","Identity militia","Military Forces of Cameroon (1982-)",,"State forces","State forces-Identity militia",,120,"Middle Africa",Cameroon,Sud-Ouest,Manyu,Akwaya,Ballin,6.4779,9.6543,1,"Local Network",Other,"On 3 January 2025, Fulani militia armed with rifles ambushed and clashed with a mixed contingent of security forces (coded as military) in Ballin (Akwaya, Manyu, Sud-Ouest). 5 soldiers were killed, 4 injured, and 3 others declared missing. 8 Fulani were also killed, bringing the total number of fatalities to 13.",13,,1776726696
CAO20732,2025-01-03,2025,1,"Political violence","Violence against civilians","Abduction/forced disappearance","Ambazonian Separatists (Cameroon)",,"Rebel group","Civilians (Cameroon)","Labor Group (Cameroon); Women (Cameroon)",Civilians,"Rebel group-Civilians","Civilian targeting",120,"Middle Africa",Cameroon,Nord-Ouest,Boyo,Njinikom,Wombong,6.2573,10.2973,1,"Local Network",Other,"On 3 January 2025, Ambazonian Separatists abducted a female beer vendor from a private residence during a funeral in Wombong (Boyo, Nord-Ouest). She was accused of selling Brasseries Breweries products and was later released after paying 15,000 francs CFA.",0,,1765923135
CAO20733,2025-01-03,2025,1,"Political violence","Violence against civilians","Abduction/forced disappearance","Ambazonian Separatists (Cameroon)","ADF: The Ambazonia Defense Forces","Rebel group","Civilians (Cameroon)","Labor Group (Cameroon)",Civilians,"Rebel group-Civilians","Civilian targeting",120,"Middle Africa",Cameroon,Nord-Ouest,Momo,Widikum,Widikum,5.8719,9.7707,1,"Local Network",Other,"On 3 January 2025, Ambazonian Separatists from the ADF faction abducted a businessman from a private residence during a funeral in Widikum (Widikum, Momo, Nord-Ouest). The Separatists demanded a ransom of 1,000,000 francs CFA to secure his release.",0,,1765923135
CAO20734,2025-01-03,2025,1,"Political violence","Violence against civilians","Abduction/forced disappearance","Ambazonian Separatists (Cameroon)",,"Rebel group","Civilians (Cameroon)",,Civilians,"Rebel group-Civilians","Civilian targeting",120,"Middle Africa",Cameroon,Nord-Ouest,Menchum,Menchum-Valley,Benakuma,6.4156,9.9165,2,"Local Network",Other,"On 3 January 2025, Ambazonian Separatists abducted 2 male civilians from their private residences in Beba locality, coded to the commune seat, Benakuma (Menchum-Valley, Menchum, Nord-Ouest), for failing to send financial aid to fund their activities.",0,,1765923135
CAO20735,2025-01-03,2025,1,"Political violence",Battles,"Armed clash","Ambazonian Separatists (Cameroon)","Ambazonian Separatists (Cameroon) Restoration Forces","Rebel group","Military Forces of Cameroon (1982-)",,"State forces","State forces-Rebel group",,120,"Middle Africa",Cameroon,Nord-Ouest,Bui,Jakiri,Jakiri,6.0813,10.6397,1,"Local Network",Other,"On 3 January 2025, Ambazonian Separatists from the Restoration Forces faction ambushed and clashed with military forces along a tertiary road in Jakiri (Jakiri, Bui, Nord-Ouest). There were no casualties.",0,,1765923135
CAO20736,2025-01-03,2025,1,"Political violence","Explosions/Remote violence","Remote explosive/landmine/IED","Ambazonian Separatists (Cameroon)","Ambazonian Separatists (Cameroon) Restoration Forces","Rebel group","Military Forces of Cameroon (1982-) Rapid Intervention Battalion",,"State forces","State forces-Rebel group",,120,"Middle Africa",Cameroon,Sud-Ouest,Meme,"Kumba 1","Boa Bakundu",4.6248,9.2972,1,"Local Network",Other,"On 3 January 2025, Ambazonian Separatists from the Restoration Forces faction detonated a roadside IED targeting military forces from the Rapid Intervention Battalion at an illegal checkpoint in Boa Bakundu (Meme, Sud-Ouest). 4 soldiers were killed, while 5 others were injured.",4,,1765923135
CAO20737,2025-01-03,2025,1,"Political violence","Violence against civilians","Abduction/forced disappearance","Ambazonian Separatists (Cameroon)",,"Rebel group","Civilians (Cameroon)",,Civilians,"Rebel group-Civilians","Civilian targeting",120,"Middle Africa",Cameroon,Nord-Ouest,Donga-Mantung,Ndu,Ndu,6.4263,10.7949,2,"Local Network",Other,"On 3 January 2025, Ambazonian Separatists abducted a male civilian from a private residence in Watt, in the Ndu commune (Donga-Mantung, Nord-Ouest). He was accused of taking videos of members of his church at a drinking spot and sharing them with the church pastor without their consent.",0,,1765923135
CAO20738,2025-01-03,2025,1,"Political violence","Violence against civilians","Abduction/forced disappearance","Ambazonian Separatists (Cameroon)",,"Rebel group","Civilians (Cameroon)",,Civilians,"Rebel group-Civilians","Civilian targeting",120,"Middle Africa",Cameroon,Nord-Ouest,Mezam,"Bamenda 3","Bamenda - Nkwen",5.9951,10.1937,1,"Local Network",Other,"On 3 January 2025, Ambazonian Separatists armed with rifles and riding a motorcycle abducted a male civilian from his private residence in Mile 2, Bamenda - Nkwen (Bamenda III, Mezam, Nord-Ouest). He was released after paying a ransom of 800,000 francs CFA.",0,,1768269667
CAO20739,2025-01-03,2025,1,"Political violence",Battles,"Armed clash","Military Forces of Cameroon (1982-) Rapid Intervention Battalion",,"State forces","Ambazonian Separatists (Cameroon)",,"Rebel group","State forces-Rebel group",,120,"Middle Africa",Cameroon,Nord-Ouest,Ngo-Ketunjia,Babessi,"Baba I",6.0333,10.4666,1,"Local Network",Other,"On 3 January 2025, military forces from the Rapid Intervention Battalion clashed with Ambazonian Separatists in Baba I (Babessi, Ngo-Ketunjia, Nord-Ouest) during a military operation. One Separatist was killed.",1,,1765923135
CAO16147,2025-01-04,2025,1,"Political violence",Riots,"Mob violence","Rioters (Cameroon)","Hunters (Cameroon)",Rioters,"Military Forces of Cameroon (1982-) Forest Guards",,"State forces","State forces-Rioters",,120,"Middle Africa",Cameroon,Extreme-Nord,Logone-et-Chari,Waza,"Waza National Park",11.3333,14.6667,1,"Humanity Purpose","New media","On 4 January 2025, poachers clashed with forest guards in Waza National Park (Waza, Logone-et-Chari, Extreme-Nord). 2 poachers were killed. Security forces recovered 3 rifles, and a bladed weapon and arrested two poachers.",2,"crowd size=no report",1736844922
CAO16173,2025-01-04,2025,1,"Strategic developments","Strategic developments","Looting/property destruction","Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad",,"Rebel group","Civilians (Cameroon)",,Civilians,"Rebel group-Civilians",,120,"Middle Africa",Cameroon,Extreme-Nord,Mayo-Sava,Kolofata,Amchide,11.2426,14.1372,1,"Humanity Purpose","New media","Looting: On 4 January 2025, Boko Haram looted mobile phones from children in Amchide (Kolofata, Mayo-Sava, Extreme-Nord).",0,,1776726696
CAO16179,2025-01-04,2025,1,"Political violence",Battles,"Armed clash","Military Forces of Cameroon (1982-)",,"State forces","Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad",,"Rebel group","State forces-Rebel group",,120,"Middle Africa",Cameroon,Extreme-Nord,Mayo-Tsanaga,Mayo-Moskota,Mozogo,10.9638,13.9065,1,"Humanity Purpose","New media","Other: On 4 January 2025, the military forces fired several warning shots in Mozogo (Mayo-Moskota, Mayo-Tsanaga, Extreme-Nord) after spotting suspected Boko Haram militants (likely) in the area.",0,,1776726696
CAO16603,2025-01-04,2025,1,"Political violence",Battles,"Armed clash","Ambazonian Separatists (Cameroon)",,"Rebel group","Military Forces of Cameroon (1982-)",,"State forces","State forces-Rebel group",,120,"Middle Africa",Cameroon,Sud-Ouest,Meme,Konye,"Big Ngwandi",4.7841,9.2332,1,"International Crisis Group",Other,"On 4 January 2025, Ambazonian Separatists clashed with the military forces in Big Ngwandi (Konye, Meme, Sud-Ouest) resulting in the killing of 3 soldiers and 2 Separatists. Fatalities split across two events. 2 Fatalities coded.",2,,1762291677
CAO20740,2025-01-04,2025,1,"Political violence","Violence against civilians",Attack,"Ambazonian Separatists (Cameroon)",,"Rebel group","Civilians (Cameroon)",,Civilians,"Rebel group-Civilians","Civilian targeting",120,"Middle Africa",Cameroon,Nord-Ouest,Momo,Widikum,Widikum,5.8719,9.7707,2,"Local Network",Other,"On 4 January 2025, an Ambazonian Separatist attacked and attempted to kill 10 of his wife's family members at a private residence in Ajake, coded to the commune seat, Widikum (Widikum, Momo, Nord-Ouest), accusing them of witchcraft. 2 of the family members were killed during the attack, while 8 others were rescued by other Separatists.",2,,1765923135
CAO20741,2025-01-04,2025,1,"Strategic developments","Strategic developments",Other,"Military Forces of Cameroon (1982-)",,"State forces",,,,"State forces only",,120,"Middle Africa",Cameroon,Nord-Ouest,Mezam,"Bamenda 3","Bamenda - Nkwen",5.9951,10.1937,1,"Local Network",Other,"Other: On 4 January 2025, military forces armed with rifles fired sporadic warning shots into the air at a vehicle checkpoint in Bamenda - Nkwen (Bamenda III, Mezam, Nord-Ouest) for an unknown reason.",0,,1768269667
CAO20742,2025-01-04,2025,1,"Political violence","Violence against civilians","Abduction/forced disappearance","Ambazonian Separatists (Cameroon)","Ambazonian Separatists (Cameroon) Bui Warriors Faction","Rebel group","Civilians (Cameroon)",,Civilians,"Rebel group-Civilians","Civilian targeting",120,"Middle Africa",Cameroon,Nord-Ouest,Bui,Kumbo,Mbveh,6.2000,10.6667,1,"Local Network",Other,"On 4 January 2025, Ambazonian Separatists from the Bui Warriors faction abducted 2 male civilians from their private residence in Mbveh (Kumbo, Bui, Nord-Ouest) for making scornful remarks about Separatists.",0,,1765923135
CAO20743,2025-01-04,2025,1,"Political violence","Violence against civilians","Abduction/forced disappearance","Ambazonian Separatists (Cameroon)",,"Rebel group","Civilians (Cameroon)",,Civilians,"Rebel group-Civilians","Civilian targeting",120,"Middle Africa",Cameroon,Nord-Ouest,Mezam,"Bamenda 3","Bamenda - Nkwen",5.9951,10.1937,1,"Local Network",Other,"On 4 January 2025, Ambazonian Separatists armed with rifles abducted a male civilian from his private residence in Mile 3 and another in Mile 4, Bamenda - Nkwen (Bamenda III, Mezam, Nord-Ouest).",0,,1768269667
CAO20744,2025-01-04,2025,1,"Political violence","Violence against civilians","Abduction/forced disappearance","Ambazonian Separatists (Cameroon)",,"Rebel group","Civilians (Cameroon)","Christian Group (Cameroon)",Civilians,"Rebel group-Civilians","Civilian targeting",120,"Middle Africa",Cameroon,Nord-Ouest,Donga-Mantung,Ndu,Ndu,6.4263,10.7949,2,"Local Network",Other,"On 4 January 2025, Ambazonian Separatists abducted a clergyman from a religious facility in Watt, in the Ndu commune, coded to the commune seat, Ndu (Donga-Mantung, Nord-Ouest). He was accused of threatening to issue disciplinary sanctions against some Christians for dancing at a drinking spot.",0,,1765923135
CAO20745,2025-01-04,2025,1,"Political violence",Riots,"Mob violence","Rioters (Cameroon)","Vigilante Group (Cameroon)",Rioters,"Civilians (Cameroon)",,Civilians,Rioters-Civilians,"Civilian targeting",120,"Middle Africa",Cameroon,Nord-Ouest,Mezam,"Bamenda 3","Bamenda - Njah",5.9793,10.1906,1,"Local Network",Other,"On 4 January 2025, a mob attacked, burned and killed a thief along a tertiary road in the Mulang neighborhood of Bamenda - Njah (Bamenda III, Mezam, Nord-Ouest).",1,"crowd size=no report",1765923135
CAO23400,2025-01-04,2025,1,"Strategic developments","Strategic developments","Looting/property destruction","Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad",,"Rebel group","Civilians (Cameroon)",,Civilians,"Rebel group-Civilians",,120,"Middle Africa",Cameroon,Extreme-Nord,Mayo-Tsanaga,Koza,Modoko,10.9156,13.8820,1,ARDHU,National,"Looting: On 4 January 2025, an armed group, described as 'Boko Haram' (coded as Boko Haram (JAS) based on the militant activity in Mayo-Tsanaga) looted livestock and clothing at Modoko (Koza, Mayo-Tsanaga, Extreme-Nord).",0,,1776726726
CAO16150,2025-01-05,2025,2,"Strategic developments","Strategic developments","Disrupted weapons use","Military Forces of Cameroon (1982-)",,"State forces","Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad",,"Rebel group","State forces-Rebel group",,120,"Middle Africa",Cameroon,Extreme-Nord,Diamare,"Maroua 1",Maroua,10.5909,14.3159,1,"Cameroon Intelligence Report",National,"Weapons seizure: Around 5 January 2025 (as reported), the state security forces, (likely military forces based on activity and location) intercepted and recovered a cargo of weapons and military uniforms being smuggled by suspected Boko Haram militants in Maroua ((Maroua 1, Diamare, Extreme-Nord).",0,,1776726696
CAO16164,2025-01-05,2025,1,"Strategic developments","Strategic developments","Looting/property destruction","Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad",,"Rebel group","Civilians (Cameroon)",,Civilians,"Rebel group-Civilians",,120,"Middle Africa",Cameroon,Extreme-Nord,Mayo-Tsanaga,Koza,Modoko,10.9156,13.8820,1,"Humanity Purpose","New media","Looting: On 5 January 2025, Boko Haram militants looted foodstuffs, clothing, household goods, and 2 oxen from civilians in Modoko (Koza, Mayo-Tsanaga, Extreme-Nord).",0,,1776726696
CAO16171,2025-01-05,2025,1,"Strategic developments","Strategic developments","Looting/property destruction","Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad",,"Rebel group","Civilians (Cameroon)",,Civilians,"Rebel group-Civilians",,120,"Middle Africa",Cameroon,Extreme-Nord,Mayo-Sava,Kolofata,Amchide,11.2426,14.1372,2,"Humanity Purpose","New media","Looting: On 5 January 2025, Boko Haram militants looted 2 rickshaws, axes, daba, and machetes around Amchide (Kolofata, Mayo-Sava, Extreme-Nord) after the militants chased the civilians away.",0,,1776726696
CAO16510,2025-01-05,2025,2,"Political violence","Violence against civilians","Abduction/forced disappearance","Unidentified Armed Group (Cameroon)",,"Political militia","Civilians (Cameroon)",,Civilians,"Political militia-Civilians","Civilian targeting",120,"Middle Africa",Cameroon,Extreme-Nord,Mayo-Tsanaga,Mokolo,Wandai,10.7944,13.6965,1,"Undisclosed Source","Local partner-Other","Around 5 January 2025 (as reported), an unidentified armed group abducted a civilian at Waindai Woulla also known as Wandai (Mokolo, Mayo-Tsanaga, Extreme-Nord) for an unknown reason.",0,,1762291677
